,comment,sent,off
4983,Unique tune.. Ade thamte,unknown,Offensive_Untargetede
4087,Song ista adaro illi like madi,Positive,Not_offensive
5656,supper  guru,Positive,Not_offensive
1868,En helde guru it's true,Mixed,Not_offensive
6972,ಶಂಕ್ರಣ್ಣ is back,Mixed,Not_offensive
6346,ಟೈಮ್ ಅನ್ನೋದೇ ಹೀಗೆ,unknown,Not_offensive
5412,elru phone le nodthare manele adke yaru takis ge bandu nodthilla nanu kuda phone le nodiddu tam tam app inda ella new films dwld madkondu manele nodthare so adke yaru takis ge barthilla ansuthe,Mixed,Offensive_Targeted_Insult_Other
6730,ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ,Positive,Not_offensive
4375,Super guroonSakkattagittu video. ...,Positive,Not_offensive
4265,Super agi mathadthiya bro,Positive,Not_offensive
6570,ನಮ್ಮ್ ಪ್ರಜ್ವಲ್ ಬೋಸ್ ಗೇ ಒಂದ್ ಒಳ್ಳೇ ಯಶಸ್ಸು ಅನ್ನ ಕೊಡ್ಲಿ ಈ chitra,Positive,Not_offensive
2375,Houdu Ri Promote Matadbeku,Positive,Not_offensive
4233,Super Guru entha troll Guru Ninangodu Salam Guru,Positive,Not_offensive
657,@TROLL MONSTER_KANNADA nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper( chupper),Negative,Offensive_Targeted_Insult_Individual
840,@prithvi nayak ನಿಮ್ಮ ಅಪ್ಪ ನಾಮರ್ದ,Negative,Offensive_Targeted_Insult_Individual
6457,ದರ್ಶನ್ ಸರ್ ಇಂಥವರಿಗೆ ಸಹಾಯಬೇಡ ದಾರಿದೋರಿಸಿ ಪ್ಲೀಸ್,Mixed,Not_offensive
2987,Masts togari tipp,Positive,Not_offensive
5971,ಈ ಚಿತ್ರವನ್ನು ಮತ್ತೊಮ್ಮೆ ಚಿತ್ರಮಂದಿರಗಳಿಗೆ ತನ್ನಿ ನಮ್ಮ ಕನ್ನಡಿಗರು ಕೈಬಿಡುವುದಿಲ್ಲ ಮತ್ತೊಮ್ಮೆ ರಿಲೀಸ್ ಮಾಡಿ,Positive,Not_offensive
6267,ಗೆಲ್ಲುತ್ತೆ ಡೋಂಟ್ ವೆರಿ,Positive,Not_offensive
2226,Hands up ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ .. Althe best ASN...simple Star ನ ಅದ್ಧೂರಿ ಅವತಾರ.. ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ..,Positive,Not_offensive
6608,ನಾವೇನಾದರು ಸ್ವಾಬಿಮಾನಿಯಾಗಿ ಬದುಕನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಲು ನಿಮ್ಮನ್ನು ನೋಡಿ ಕಲಿಯಬೇಕು ಸಾರ್ ನಮಗೆ ನಿಮ್ಮಂತವರು ಸ್ಪುರ್ತಿ,Positive,Not_offensive
62,100 times e song keldhe super,Positive,Not_offensive
3017,Modalu ninu pubj band madu nanu tik tok  down load madilla nanu use made Ella please delete from pubj,Negative,Not_offensive
5843,ಆಲ್ ದಿ ಬೆಸ್ಟ್ ರಕ್ಷಿತ್ ಬ್ರೋ ಕೀಪ್ ರಾಕಿಂಗ್,Positive,Not_offensive
3155,Nama village ge bandidru,Positive,Not_offensive
113,30 ವರ್ಷಗಳ ಹಿಂದೆ ನಾವು 7 ನೇ ತರಗತಿಯಲ್ಲಿ ಇದ್ದಾಗ ಈ ಕಥೆಯ ಕ್ಯಾಸೆಟ್ ಮುಖಾಂತರ ಕೇಳಿ ಬಹಳ ಖುಷಿಪಡುತ್ತಿದ್ದೆವು. ಮತ್ತೊಮ್ಮೆ ಈ ಕಥೆಯನ್ನು ಕೇಳಲು ಅವಕಾಶ ಕಲ್ಪಿಸಿಕೊಟ್ಟ ಅಶ್ವಿನಿ ಕ್ಯಾಸೆಟ್ ಕಂಪನಿಗೆ ತುಂಬಾ ಧನ್ಯವಾದಗಳು....,Positive,Not_offensive
6199,ಕಿಚ್ಚನ ಹುಡುಗ್ರು ವತಿಯಿಂದ  all the best,Positive,Not_offensive
7183,ಸ್ವಾಭಿಮಾನಿ ದೇವತ ಪುರುಷನ ಮಗ... ತಕ್ಕಂತೆ ಇದಾರೆ,Positive,Not_offensive
3800,Reamke king  d boss,Mixed,Not_offensive
4693,Superb trailer ......,Positive,Not_offensive
2989,Mastu mastu... Idu Idu bekagirodu...,Positive,Not_offensive
642,@TROLL MONSTER_KANNADA adikke hendhi kivi na hardu jail ge hoda sule maga yaruu,Negative,Offensive_Targeted_Insult_Individual
2942,Majestic alli mobile and money kaltana mado sule makla nodi kalthkoli shankar Sir na shankar ashwath Sir inspiration to all,Negative,Offensive_Untargetede
3631,Pogaru barthide wait Madi guru,Positive,Offensive_Untargetede
1783,E song ero range ge 3to.5 millone agbekittu,Positive,Not_offensive
5134,Who is here after 300k likes,Mixed,Not_offensive
1786,E song kelta idre eno ondu tara feel agutte. Enadru e music film nalli allalli saddu madta idre film pakka industry hit. All the best ASN from D BOSS FANS,Positive,Not_offensive
354,@Mahesh Babu gandu sulemagane.....urko....,Negative,Offensive_Targeted_Insult_Individual
6379,ತಗೋ ಗುರು ನಂದೊಂದು ಲೈಕ್,Mixed,Not_offensive
3724,Rakshit movie success party Elli maadbekanta iddiri??,Positive,Not_offensive
3679,Prudvi supar acting sakkat suuuuuupar film,Positive,Not_offensive
4857,Tik tok ban madirodrinda yargadru bejaragi frustration agidre bandu nan tun  undbidri samadaana agbahdu ella Andre Nim helna neeve tindbidi soo mindri mundera adra madorgu nimgu no changes e comment ge yalla Hindustan supporters reply maadinnChaina support madorge yav Tara k beku,Negative,Offensive_Targeted_Insult_Group
4704,Superrrrrrrr  agi heliya Anna tq u so mach video,Positive,Not_offensive
5872,ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ!,Positive,Not_offensive
3964,Sir Nam kannada hudga andre enu anta ha loper manganna ni ge torsi sir next film nalli in yavano sikkudre avna hinde nu hogtale avlu kannadigara takattu enu anta avlige gottagbeku,Negative,Not_offensive
6143,ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಸಂಗೀತ ಮತ್ತೊಮ್ಮೆ ಅವನ ರೂಪದಲ್ಲಿ ಹುಟ್ಟಿತುnಯಾರ್ ಅವನು🤔?nಅವನೇ ನಮ್ಮ ಲೋಕನಾಥ🤩 ಅಜನೀಶ್..nMusic blasted,Positive,Not_offensive
3044,Movie chindi chitranna best movie ever,Positive,Not_offensive
3833,SHYATA YASH,Negative,Offensive_Targeted_Insult_Group
3955,Signature steps awesome...pakka...# tag agthe,Positive,Not_offensive
1869,En helde guru sakkath.tik tok madorgella super agi heldre,Positive,Not_offensive
6935,ಲಾಕ್ ಡೌನ್ ನಲ್ಲಿ ಈ ಹಾಡನ್ನು ಕೇಳಿ ದವರೂ ಲೈಕ್ ಮಾಡಿ,Positive,Not_offensive
6754,ಬಹಳ ಚನ್ನಾಗಿದೆ ಒಳ್ಳಯ ಸಾಹಿತ್ಯ ಒಳ್ಳಯ ಸಂಗೀತಾ ಕೇಳಲು ತುಂಬಾನೆ ಮಜಾ ಬರುತ್ತೆ. ಶತದೀನೊತ್ಸವ ಆಚರಸಲಿ ಈ ಚಿತ್ರ.,Positive,Not_offensive
1760,Duplicate  video,unknown,Offensive_Targeted_Insult_Other
7270,🥰 spr song 🤘🤘🤘🧡🥰🤫🤫,Positive,Not_offensive
2134,Guru nam indiadalli,Mixed,Not_offensive
4710,Supper agi madiddiya guru,Positive,Not_offensive
6930,ರೀಮೇಕ್ ಮೂವಿ....ಇರ್ಬೇಕು ತಮಿಳ್ ವಿಶಾಲ್ ದು ಅಲ್ವಾ,Negative,Offensive_Untargetede
5366,anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna,Negative,Offensive_Targeted_Insult_Other
2734,Kannada ne barolla,Negative,Offensive_Targeted_Insult_Individual
720,@Vijay Prasad yen yogyathey. Chappar. 3000 gintha hechchu cinema nodidheeni naanu. Nann abipraya kotrey yeno boli magane muddhey thinna louda. nThooo!!,Negative,Offensive_Targeted_Insult_Individual
6096,ಒಂದು ದೇಶದ ಮುಂದುವರಿಯುವುದು ಅದರ ಆರ್ಥಿಕ ಸ್ಥಿತಿಯನ್ನು ಅವಲಂಬಿಸುವುದಿಲ್ಲ. ಅವರು ಮಾನವೀಯತೆಯಲ್ಲಿ ಎಷ್ಟು ಸಮರ್ಥರು ಎನ್ನುವುದನ್ನು ಅವಲಂಬಿಸಿದೆ. ಭಾರತದಲ್ಲಿ ಅನಕ್ಷರತೆ ಇದೆ ಆ ಅನಕ್ಷರಸ್ಥರನ್ನು ಅವರ ಅನಕ್ಷರತೆಯೇ,Negative,Not_offensive
1790,E tik tokrs ondisht jana mental galu bro avugalna tik tokrs anodkina chainis anbekku,Negative,Offensive_Targeted_Insult_Group
1272,Banni hagadre matadaskond barona,Positive,Not_offensive
5189,Yaaru e songanna ondakkinta jaasti sala kelta edeera like maadi,Positive,Not_offensive
5517,naavu childhood days valag e story kelidde,Positive,Not_offensive
6162,ಕನ್ನಡ ಸಿನೆಮಾ ಕೆ ಮತ್ತೊಂದು ಗರಿ,Positive,Not_offensive
4630,Super video ಜೈ ಹಿಂದ್ ಜೈ ಭಾರತ ಮಾತೆ,Positive,Not_offensive
3178,Namma manege bandidru avarige nanu nan dress kottu aliside,Positive,Not_offensive
1067,Amazing movie pls yellaru movie nodi,Positive,Not_offensive
1310,Bere bashyalli anuvadha maadi,unknown,Not_offensive
1139,Anna suprrrrrr sir,Positive,Not_offensive
6197,ಕಿಚ್ಚ ಸುದೀಪ  ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳಿಂದ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ...nಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಅಗೋದು ಪಕ್ಕ....,Positive,Not_offensive
248,@Deekshit Chandra ನಾವು ಉಡುಪಿ ಕಡೆಯವರೇ,Positive,Not_offensive
5902,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಕಮೆಂಟು..,Positive,Not_offensive
3624,Plz chance kodi nodi avar acting,Positive,Not_offensive
7020,ಸರ್ ನಿಮಗೆ ಇನ್ನು  ಸಿನಿಮಾದಲ್ಲಿ ನಟನೆ ಮಾಡೋಕ್ಕೆ ಚಾನ್ಸ್ ಸಿಗಬೇಕು,Positive,Not_offensive
1793,E varsha bad news Keli Keli saakagittu...first good news of 2020,Positive,Not_offensive
6775,ಬೆಂಕಿಗೇ ಇನೊಂದು ಅರ್ಥ RAKSHIT ಶೆಟ್ಟಿ..simple star alla fire star,Positive,Not_offensive
6380,ತನ್ನ ಉತ್ತಮ ಗುಣಮಟ್ಟವನ್ನು ಸಾಬೀತು ಮಾಡುತ್ತಾ ಮುಂದೆ ಸಾಗುತ್ತಿದೆ... We love you  #ಮಸ್ತಮಗಾ team🤩,Positive,Not_offensive
6878,ಯುದ್ಧ ಮಾಡಬೇಕು ಓದಬಾರದು ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ ಎಂತಹ ಸಾಲುಗಳು,Mixed,Not_offensive
4878,Tiktok Dattu putra🤣 ugeeri inna,Negative,Not_offensive
4888,Tiktok sule makkla papa thumbs hurt agidri sadee nan gandu galuu,Negative,Offensive_Targeted_Insult_Group
465,@Nandi Parthasarathi ನಿನ್ ಅಮ್ಮನ್ ನ ಕೈಯಾ,Negative,Offensive_Targeted_Insult_Individual
3547,Origin...but grown up in kapu..nimge kannada barutta wow.,Mixed,Not_offensive
6925,ರಾಮ ರಾಮ ತುಸು ದಕ್ಷ ವೃಪ ಜಾರಿಪ,unknown,Not_offensive
1156,Appu boss kade enda.    Asn.  Movie ge.  Full support edhe,Positive,Not_offensive
4446,Super movie sir.. ಆದ್ರೆ ದುರಂತ ನಮ್ಮ ಪ್ರೇಕ್ಷಕ prabhugalna namboduu.. really tumbaa bejaar aytu ದಿಯಾ moviege e thara agiddu.. but prachaara kammi aytu anstide sir.. theatre inda movie hodmele saalu saalalli jana banduu keltidaare..,Negative,Offensive_Targeted_Insult_Group
5200,Yakappa yenaytu.. movie swalpa length jasti adre movie chennagide.,Positive,Not_offensive
6609,ನಾವ್ ಕನ್ನಡ ಚಿತ್ರ ಸರ್ಪೊಟ್ ಮಾಡ್ತಿವಿ ಅನ್ನೊರು Hands up........,Positive,Not_offensive
81,1st view bro,unknown,Not_offensive
5983,ಈ ಶೆಟ್ರುಗಳ ಸಿನಿಮಾನೆ ಒಂದ್ ರೀತಿ ಚಂದ ಇರುತ್ತೆ,Positive,Not_offensive
5188,Yaaru Film nodkobandu keltiroru like maadi,Positive,Not_offensive
2711,Kannada cinema dali osha parvaa . .......,Mixed,Not_offensive
1993,Found 806 rashmika mangannas....,Negative,Offensive_Targeted_Insult_Group
6069,ಏ... ಭೈ ಏನೋಪ ನೀ ಹಿಂಗ ಮೈ ತೊಳೆದು ಬಿಟ್ಟಿ,Positive,Not_offensive
4928,Trailer super guru,Positive,Not_offensive
1313,Bere singer ge ee song kettidre innu cholo keltittu,Negative,Offensive_Targeted_Insult_Individual
4871,TikTok nan shata,Negative,Offensive_Targeted_Insult_Other
3140,Nam boss supero super,Positive,Not_offensive
6586,ನಾನು ನೋಡಿದ  ಸೂಪರ್ ಮೂವಿ ಹೃದಯ ಮುಟ್ಟಿದ ಸಿನಿಮಾ ಬಾವನೆಯ ಸಿನಿಮಾ ಲವ್ ಉ ದಿಯಾ,Positive,Not_offensive
4407,Super hands up..,Mixed,Not_offensive
1056,Allige Ella beda just ondhu rally attend madli,Negative,Offensive_Targeted_Insult_Group
6943,ವಾವ ಸುಪರ್ ಅನಾಲಸಿಸ್ನಮ್ಮ ದೇಶ ಓಳ್ಳೇದೆ...ಮಾತ ಜಾಸ್ತಿ  ಕೆಲಸ ಕಮ್ಮಿ.....ನನ್ನು ಸೇರಿ.,Positive,Not_offensive
5234,Yarige e trailer nodidre Rangitharanga movie nenpaytu like madi,Positive,Not_offensive
422,@Nandi Parthasarathi nimma yashini boobs gojjekesari acting ge Oscar award fix,Negative,Offensive_Targeted_Insult_Individual
7192,ಹಳೆ ಶಿಕಾರಿ ಸಿನಿಮಾ nodidira yaradru,Mixed,Not_offensive
6673,ನಿಮ್ಮ‌ ಈ ಮಾಹಿತಿಗೆ ಧನ್ಯವಾದ ಸರ್.. ನಾವು ಸಾಮಾನ್ಯ ಜನ‌ ಜಸ್ಟ್ ವಿಡಿಯೋ ನೋಡ್ಕೊಂಡು‌ ಇಂಡಿಯಾ ಬಗ್ಗೆ ಯೋಚನೆ‌ ಮಾಡಿದ್ರು ಅದು‌ ಉಪಯೋಗ ಆಗಲ್ಲ ಈ ಮಾಹಿತಿ ಕೆಲವೊಂದು ವರ್ಗದ‌ ಜನರಿಗೆ ಮನಮುಟ್ಟುವಂತೆ ಆಗ್ಬೇಕು‌ ಆಗ ಏನಾದ್ರು ಚೇಂಜ್ ಅಗಬಹುದೆನೋ ಗೊತ್ತಿಲ್ಲ..,Positive,Not_offensive
3350,Nijavaglu Satya sir,unknown,Not_offensive
3891,Sariya kuyde magaaa,Negative,Not_offensive
2992,Matte comment yaru kettadagi maadbardantha commenters gu warning kottri idella thappe.public comment antha irodu adu public opinion nivu yaru nam bagge maathadodakke.,Negative,Offensive_Untargetede
5035,Video 18 min innu video upload maadi 12 min agide complete video nodade dislike madthirallo,Negative,Offensive_Targeted_Insult_Group
979,Addu. Pubg alla. Guru.  Sumney. Elbedda,Negative,Offensive_Targeted_Insult_Individual
1326,Best song love it,Positive,Not_offensive
7092,ಸೂಪರ್  ಸರ್,Positive,Not_offensive
3248,Navu delet madi tumba dina aytu,Positive,Not_offensive
1383,BoLi Maklu ee tara videos nu dislike maadtare,Negative,Offensive_Untargetede
4751,Syta     thumb eddini  k naaaaaa.,Negative,Not_offensive
2506,Idella nam indiadaroge buddi barbeku alwa idkela tale odisidre navu yavthu munfe hogtifvi illi enidu hinduthwa jathi jagala idela beka tale odistare adrindane etara agtide,Negative,Offensive_Targeted_Insult_Group
6308,ಚೆನ್ನಾಗಿದೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,Mixed,Not_offensive
2392,Huchha venkat sene innu jeevantha ide...bhaya padbeda sir,Negative,Not_offensive
479,@Nandi Parthasarathi ನಿಮ್ಮ ಅಮ್ಮನ್  ಕಳುಸ್ತೀಯ,Negative,Offensive_Targeted_Insult_Individual
5523,nice kalaa....ncontinue madu...,Positive,Not_offensive
6163,ಕನ್ನಡ ಹಾಡು ವಾವ್ ಏನ್ ಸಕ್ಕತ್ತಾಗಿ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,Positive,Not_offensive
933,@ನಾನು ನೀನು Thank you bro..,Negative,Not_offensive
5141,Why only tik tok ಅನ್ನೋ ತುಕಾಲಿ ನ ಚೈನಾ ಗೆ ಕಳಿಸಿ ಅವ್ಳು ಕೂಡ ಚೈನೀಸ್ ಬ್ರೀಡ್ ಇರ್ಬೇಕು,Negative,Offensive_Targeted_Insult_Group
1355,Bidu Gowda ge Alli hodi beku first avaru mane Alli avaru appa Amma ne kelluthiya dure Tiktok maduthirodana Ennu Nive yochane Madi evallu yetha kithu hogi erollu eru beku ethara avaru edane India ge Bad Name Mathe Namu inda girls ge nu Bad name,Negative,Offensive_Targeted_Insult_Individual
6968,ಶಂಕರ್ ಅಶ್ವಥ್ ರೊಂದಿಗೆ ಅತ್ಯಂತ ಸುಂದರವಾದ ಸಂದರ್ಶನ,Positive,Not_offensive
3183,Nammaneg bandidda mare full party,Positive,Not_offensive
3887,Sara super Nivu holleya kalaviddaru Sara Nivu nuraru varusa chanagiri,Positive,Not_offensive
6631,ನಿಜವಾದ ಪ್ಯಾನ್ ಇಂಡಿಯನ್ ಚಲನಚಿತ್ರ ಈ ದಿಯಾ. ಅತ್ಯದ್ಭುತ ಚಿತ್ರ  ಗುರು,Positive,Not_offensive
5320,Yes hange kick kodta hogutte.. ಒಳ್ಳೆ synch ಮಾಡಿದ್ದಾರೆ..,Positive,Not_offensive
2828,Last scene nali spoon ogediddu Rishab shetty na?,Mixed,Not_offensive
6039,ಎನ್ ಹೇಳ್ದೇ ಗುರು ಸೂಪರ್ ಲವ್‌ ಯು..,Positive,Not_offensive
6303,ಚೀನಾ ನಿಜವಾದ ಕಮ್ಯೂನಿಸ್ಟ್ ರಾಷ್ಟ್ರ ಆದರೆ ಆಲ್ಲಿನ ಕಾನೂನು  ಹಾಗಿಲ್ಲ ಆದರೆ ನಮ್ಮದೇಶ ಸ್ವತಂತ್ರ ದೇಶ ಆದರೆ ಕಾನೂನು ನಕ್ಸಲಿ ಕಾನೂನ ದುಡಿಯುವವನ ಬಳಿ ಕಿತ್ತು ಕುಳಿತ ಸೊಂಬೇರಿಗಳ ಸಾಕುವ ಮಹಾನ್ ದಾರಾಳ ದುರಬುದ್ದಿಯ ರಾಷ್ಟ್ರ ನಮ್ಮ  ಭಾರತ... ಇಲ್ಲಿ  ಬಿಟ್ಟಿ ಅಕ್ಕಿ ಬಿಟ್ಟಿ ದಿನಸಿ ಬಿಟ್ಟಿ TV  ಮಿಕ್ಸಿ ಎಲ್ಲಾ ಸರ್ಕಾರವೇ ಕೊಡುತ್ತೆ ನಾವುಗಳು ಬರಿ ಹೆಣ್ಣು ನೋಡಿಕೊಂಡು ಮದುವೆ ಆಗಿ ಮಕ್ಕಳು  ಹುಟ್ಟಿಸಿದರೆ ಸಾಕು ಮತ್ತೆ  ಆ ಮಕ್ಕಳನ್ನೂ ನಮ್ಮ  ದೇಶದ ಆಡಳಿತ ಸರ್ಕಾರಗಳು ಸಾಕಿಕೊಳ್ಳುತ್ತವೆ ಏಕೆಂದರೆ  ಅದು ಭವಿಷ್ಯದ ಓಟು.... nಭಾರತ ಇಂಥಹ ನೀಚ ಮನಸ್ಥಿತಿಯಿಂದ ಹೊರಬಂದು  ಯುವ ಜನತೆಗೆ ಶ್ರಮವಹಿಸಿ ದುಡಿಯೊದು ಕಲಿಸದಿದ್ದರೆ ಈ ದೇಶ ಭಿಕ್ಷುಕರ ನಾಡಾಗುತ್ತೆ... nಸೊಂಬೇರಿಗಳ ಮಹಾನ್ ಭಾರತ...,Positive,Offensive_Targeted_Insult_Group
6985,ಶ್ರೀ ಶಂಕರ ಅಶ್ವಥ ಅವರ ಸ್ವಾಭಿಮಾನಿ ಜೀವನಕ್ಕೆ ನನ್ನ ನಮನಗಳು. ಅವರು ಬೆನ್ನಿನ ಆಪರೇಶನ್ ಆಗಿ ಎಡಗಾಲು ವೀಕ್ ಆಗಿದೆ ಆದರೂ ಛಲದಿಂದ ಕ್ಲಚ್ ಹಿಡಿದು ಕಾರನ್ನು ಓಡಿಸಿ ಜೀವನ ನಡೆಸುತ್ತಿದ್ದೇನೆ ಎಂದಾಗ ಕರುಳು ಚುರುಕ್ಕೆನ್ನುತ್ತೆ. ಯಾರಾದರೂ ಸಿನೆಮಾ ಸ್ಟಾರುಗಳಾಗಲೀ ಅಥವಾ ಯಾರಾದರೂ ಕೋಟ್ಯಾಧಿಪತಿಗಳಾಗಲೀ ಒಂದು ಅಟೋಮ್ಯಾಟಿಕ್ ಅಂದರೆ ಕ್ಲಚ್ ಇಲ್ಲದ  ಕಾರನ್ನು ದಾನವಾಗಿ ಕೊಟ್ಟರೆ ದೇವರು ದಾನಿಗಳಿಗೆ ಖಂಡಿತ ಒಳ್ಳೆಯದನ್ನು ಮಾಡುತ್ತಾನೆ.,Positive,Not_offensive
5373,avAnE shriMAN NaRAyana..,unknown,Not_offensive
6795,ಭಾರತದ ಮೊದಲ ಪ್ರಮುಖ ಪಿಡುಗು ಭ್ರಷ್ಟಾಚಾರ ಭಾರತದಲ್ಲಿ ಭ್ರಷ್ಟಚಾರ ಯಾವಾಗ ನಿರ್ಮೂಲನೆಯಾಗುತ್ತದೆ ಅವಾಗ ಮಾತ್ರ ಭಾರತ ಪ್ರಪಂಚದ ಶಕ್ತಿಶಾಲಿ ಸೂಪರ್ ಪವರ್ ರಾಷ್ಟ್ರವಾಗಿ ರೂಪುಗೊಳ್ಳುತ್ತದೆ,Positive,Not_offensive
7235,ಹೌದು ಸ್ವಾಮಿ ಇಂತ ನನ್ ಮಕ್ಕಳಿಗೆ ಎಷ್ಟು ಉಗಿದರೂ ಬುದ್ಧಿ ಬರಲ್ಲ ನಮ್ಮಲ್ಲೇ ಹೌರೆ ಶತ್ರುಗಳು ಐ ಡೋಂಟ್ ಲೈಕ್ ಚೈನಾ,Negative,Offensive_Targeted_Insult_Other
6326,ಜೈ ಜೈ ಹೋ ಶ್ರೀಮಾನ್ನಾರಾಯಣ nnnn,Positive,Not_offensive
541,@Praveen Kumar caste dog spotted bale pan yar nimammana dagar nau thane d boss fans nimammana dagar madiddu husharagi nodkoli thunne asege yar jotenadru odihodaalu 🤣🤪,Negative,Offensive_Targeted_Insult_Individual
6587,ನಾನು ಬೆಂಗಳೂರಿನ ಮುಂಬರುವ ಡಿಜೆ / ನಿರ್ಮಾಪಕ,Mixed,Not_offensive
6797,ಭಾರತದಲ್ಲಿ ಬರಿ ರಾಜಕಾರಣ ಮತ್ತು ತಮ್ಮ  ಮಕ್ಕಳ  ರಾಜಕೀಯ ಪ್ರವೇಶ ಮತ್ತು ಹಣ ಮಾಡು ರೀತಿ ಯಾವ ಕಾಯೀಲೇ ಬಂದ್ರೇ ಪ್ರವಾಹ ಆದರೆ ಎಷ್ಟೊ ಹಣ ಬರುತ್ತೆ ಮತ್ತುnಯಾವ ರೀತಿ ಬರುತ್ತೆ ಕೂಳ್ಳೇ ಹೊಡೆದು ಯಾವ ಜಾಗದಲ್ಲಿ  ಇದರ ಬಗ್ಗೇ ಯೋಚನೆ,Positive,Offensive_Untargetede
744,@Vishal Shetty ಹು... ಹೌದೌದು ... ನಿನಗೆ ಕೆಲಸ ಜಾಸ್ತಿ.... ಮೊದಲೇ ಗಂಡು ಡಗಾರ್ ನೀನು.... ಅದೆಷ್ಟು gayಗಳು ಕಾದಿರುತ್ತಾರೋ ಏನೋ.... ಹೋಗು ಕೆಲ್ಸ ನೋಡ್ಕೋ.... ದಿನದ ಖರ್ಚಿಗೆ ಬೇಕಲ್ಲ....,Negative,Offensive_Targeted_Insult_Individual
6903,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ರವರ ಚಿತ್ರ ಮತ್ತು ಅಜನೀಶ ರವರ ಸಂಗೀತದ ಈ ಹಾಡು ಕೇಳತಾ ಇದ್ರೆ... ಹಂಸಲೇಖ ಹಾಗೂ ರವಿಚಂದ್ರನ್ ರವರ ಹಾಡುಗಳೇ ನೆನಪಾಗುತ್ತೆ... ಚಿತ್ರತಂಡಕ್ಕೆ ಶುಭವಾಗಲಿ...nನಾಗಾರ್ಜುನ ಶರ್ಮಾರವರ ಸಾಹಿತ್ಯ,Positive,Not_offensive
6131,ಕಥೆಯಲ್ಲಿ ದಮ್ ಇಲ್ಲ,Negative,Offensive_Targeted_Insult_Group
5246,Yav game idu,Mixed,Not_offensive
307,@Kiccha Vitthal ಲೆ ಕುನ್ನಿ ಗಳ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ keldro mangya nan makla.. ನಿಮ್ಮ ಲುಚ್ಛನ್ ತರ ಬಕೆಟ್ ಹಿಡಿದು ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ... ಸೈಡ್ ರೋಲ್ ಮಾಡಿಲ್ಲ... ಮೊನ್ನೆ bigboss trp ಕಡಿಮೆ ಆಗಿದೆ ಅಂತಾ ಸಲ್ಮಾನ್ ಖಾನ್ ಗೇ ವಿಡಿಯೋ ಕಾಲ್ ಮಾಡವ್ರೆ... ಕುಚನ್ ಕೈ ಇಂದ ಏನು ಆಗಲ್ಲಾ bigboss also flop in trp...,Negative,Offensive_Targeted_Insult_Group
1814,Edu charitre srustisuva avatraaa,Positive,Not_offensive
5241,Yaru yarigu illa anno sathya sangathi idu,Positive,Not_offensive
3879,Sannavridvi idanna caset haaki keltidvi. Vatta maryakaagangilla.. uttara karnatakad maat kati sobugandra hinga nodri namd..,Positive,Not_offensive
5940,ಇನ್ನು ನಮ್ಮ ಗೇ ಕಾಣದೆ ಏನೇನು ಇದೆಯೋ ಇಲ್ಲವೋ ಎಲ್ಲಾ ಕೃಷ್ಣ ನಿಗೆ ಗೊತ್ತು,Positive,Not_offensive
2625,Jai ASN @Paramvah Music,Positive,Not_offensive
6694,ನೀವ್ ಹೇಳೋದ್ರಲ್ಲಿ ಏನು ತಪ್ಪಿಲ್ಲ ಬ್ರದರ್,Positive,Not_offensive
4095,Song super Ede bro,Positive,Not_offensive
4377,Super guru ....hodi hodi channagi ti....hodi e tiktok kagegalge ...,Negative,Not_offensive
1662,Dbøss munde ivanu baccha,Negative,Offensive_Targeted_Insult_Individual
2258,Hats off to u sir...nMosa madi tinno Pizzaginta Niyattagi dudidu tinno ragi nalli eshto aanda erutte jeevandalli..,Negative,Not_offensive
5093,Wawwww  ಏನ್ ಸಾಂಗ್ ಮಾಡಿದಿರಿ ಸರ್. nMusic,Positive,Not_offensive
5214,Yan guru tik  tok  trolars mirisibite guru Tik Tok stars nin  video nodidre madiro videos muti muti nodkobeku Atara idea,Positive,Not_offensive
4078,Song chindi guru 🥰🥰,Positive,Not_offensive
2539,Idu chatire srushtiso avatara,Positive,Not_offensive
5688,unlike kottiroru ramshakkana fanse erbeku,Negative,Offensive_Targeted_Insult_Group
