,translated,comment,sent,off
5373,Avane Shriman Narayana ..,avAnE shriMAN NaRAyana..,unknown,Not_offensive
6795,ಭಾರತದ ಮೊದಲ ಪ್ರಮುಖ ಪಿಡುಗು ಭ್ರಷ್ಟಾಚಾರ ಭಾರತದಲ್ಲಿ ಭ್ರಷ್ಟಚಾರ ಯಾವಾಗ ನಿರ್ಮೂಲನೆಯಾಗುತ್ತದೆ ಅವಾಗ ಮಾತ್ರ ಭಾರತ ಪ್ರಪಂಚದ ಶಕ್ತಿಶಾಲಿ ಸೂಪರ್ ಪವರ್ ರಾಷ್ಟ್ರವಾಗಿ ರೂಪುಗೊಳ್ಳುತ್ತದೆ,ಭಾರತದ ಮೊದಲ ಪ್ರಮುಖ ಪಿಡುಗು ಭ್ರಷ್ಟಾಚಾರ ಭಾರತದಲ್ಲಿ ಭ್ರಷ್ಟಚಾರ ಯಾವಾಗ ನಿರ್ಮೂಲನೆಯಾಗುತ್ತದೆ ಅವಾಗ ಮಾತ್ರ ಭಾರತ ಪ್ರಪಂಚದ ಶಕ್ತಿಶಾಲಿ ಸೂಪರ್ ಪವರ್ ರಾಷ್ಟ್ರವಾಗಿ ರೂಪುಗೊಳ್ಳುತ್ತದೆ,Positive,Not_offensive
7235,ಹೆಚ್ಚಿನ ಮಾಹಿತಿ,ಹೌದು ಸ್ವಾಮಿ ಇಂತ ನನ್ ಮಕ್ಕಳಿಗೆ ಎಷ್ಟು ಉಗಿದರೂ ಬುದ್ಧಿ ಬರಲ್ಲ ನಮ್ಮಲ್ಲೇ ಹೌರೆ ಶತ್ರುಗಳು ಐ ಡೋಂಟ್ ಲೈಕ್ ಚೈನಾ,Negative,Offensive_Targeted_Insult_Other
6326,ಜೖ ೖೖ ಜೖ ೖೖೖೖೖೖ,ಜೈ ಜೈ ಹೋ ಶ್ರೀಮಾನ್ನಾರಾಯಣ nnnn,Positive,Not_offensive
541,@ ಪ್ಯಾರಾವೀನ್ ಕುಮಾರ್ ಜಾತಿ ನಾಯಿ ಚುಕ್ಕೆ ಬೇಲ್ ಪ್ಯಾನ್ ಯಾರ್ ನಿಮಮಾನರು ನಾಮದ ನಾಥ್ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ನಿಮಾಮಣ್ಯ ಡಗೆರ್ ಮಧುಧಿ ಹಶರಾಗಿ ನೋಡೆಕೋಲಿ ಥನೆ ಅಸೆಜ್ ಯಾರ್ ಜೋಟೆನಾಡ್ರು ಒಡಿಹೋಡಲು →,@Praveen Kumar caste dog spotted bale pan yar nimammana dagar nau thane d boss fans nimammana dagar madiddu husharagi nodkoli thunne asege yar jotenadru odihodaalu 🤣🤪,Negative,Offensive_Targeted_Insult_Individual
6587,ನಾನು ಫೆನಾರಿ,ನಾನು ಬೆಂಗಳೂರಿನ ಮುಂಬರುವ ಡಿಜೆ / ನಿರ್ಮಾಪಕ,Mixed,Not_offensive
6797,ಭಾರತದಲ್ಲಿ ಬರಿ ರಾಜಕಾರಣ ಮತ್ತು ತಮ್ಮ ಮಕ್ಕಳ ರಾಜಕೀಯ ಪ್ರವೇಶ ಮತ್ತು ಹಣ ಮಾಡು ರೀತಿ ಯಾವ ಕಾಯೀಲೇ ಬಂದ್ರೇ ಪ್ರವಾಹ ಆದರೆ ಎಷ್ಟೊ ಹಣ ಬರುತ್ತೆ ಮತ್ತು ಎನ್ ಯಾವ ರೀತಿ ಬರುತ್ತೆ ಕೂಳ್ಳೇ ಹೊಡೆದು ಯಾವ ಜಾಗದಲ್ಲಿ ಇದರ ಬಗ್ಗೇ ಯೋಚನೆ,ಭಾರತದಲ್ಲಿ ಬರಿ ರಾಜಕಾರಣ ಮತ್ತು ತಮ್ಮ  ಮಕ್ಕಳ  ರಾಜಕೀಯ ಪ್ರವೇಶ ಮತ್ತು ಹಣ ಮಾಡು ರೀತಿ ಯಾವ ಕಾಯೀಲೇ ಬಂದ್ರೇ ಪ್ರವಾಹ ಆದರೆ ಎಷ್ಟೊ ಹಣ ಬರುತ್ತೆ ಮತ್ತುnಯಾವ ರೀತಿ ಬರುತ್ತೆ ಕೂಳ್ಳೇ ಹೊಡೆದು ಯಾವ ಜಾಗದಲ್ಲಿ  ಇದರ ಬಗ್ಗೇ ಯೋಚನೆ,Positive,Offensive_Untargetede
744,@Vishal ಶೆಟ್ಟಿ ಹು ... ಹೌದೌದು ... ನಿನಗೆ ಕೆಲಸ ಜಾಸ್ತಿ .... ಮೊದಲೇ ಗಂಡು ಡಗಾರ್ ನೀನು .... ಅದೆಷ್ಟು ಸಲಿಂಗಕಾಮಿ ಗಳು ಕಾದಿರುತ್ತಾರೋ ಏನೋ .... ಹೋಗು ಕೆಲ್ಸ ನೋಡ್ಕೋ .... ದಿನದ ಖರ್ಚಿಗೆ ಬೇಕಲ್ಲ ....,@Vishal Shetty ಹು... ಹೌದೌದು ... ನಿನಗೆ ಕೆಲಸ ಜಾಸ್ತಿ.... ಮೊದಲೇ ಗಂಡು ಡಗಾರ್ ನೀನು.... ಅದೆಷ್ಟು gayಗಳು ಕಾದಿರುತ್ತಾರೋ ಏನೋ.... ಹೋಗು ಕೆಲ್ಸ ನೋಡ್ಕೋ.... ದಿನದ ಖರ್ಚಿಗೆ ಬೇಕಲ್ಲ....,Negative,Offensive_Targeted_Insult_Individual
6903,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ರವರ ಚಿತ್ರ ಮತ್ತು ಅಜನೀಶ ರವರ ಸಂಗೀತದ ಈ ಹಾಡು ಕೇಳತಾ ಇದ್ರೆ ... ಹಂಸಲೇಖ ಹಾಗೂ ರವಿಚಂದ್ರನ್ ರವರ ಹಾಡುಗಳೇ ನೆನಪಾಗುತ್ತೆ ... ಚಿತ್ರತಂಡಕ್ಕೆ ಶುಭವಾಗಲಿ ... ಎನ್ ನಾಗಾರ್ಜುನ ಶರ್ಮಾರವರ ಸಾಹಿತ್ಯ,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ರವರ ಚಿತ್ರ ಮತ್ತು ಅಜನೀಶ ರವರ ಸಂಗೀತದ ಈ ಹಾಡು ಕೇಳತಾ ಇದ್ರೆ... ಹಂಸಲೇಖ ಹಾಗೂ ರವಿಚಂದ್ರನ್ ರವರ ಹಾಡುಗಳೇ ನೆನಪಾಗುತ್ತೆ... ಚಿತ್ರತಂಡಕ್ಕೆ ಶುಭವಾಗಲಿ...nನಾಗಾರ್ಜುನ ಶರ್ಮಾರವರ ಸಾಹಿತ್ಯ,Positive,Not_offensive
6131,ಆಗದಂತೆ,ಕಥೆಯಲ್ಲಿ ದಮ್ ಇಲ್ಲ,Negative,Offensive_Targeted_Insult_Group
5246,Yav ಗೇಮ್ IDU,Yav game idu,Mixed,Not_offensive
307,@Kiccha ವಿಠ್ಠಲ ಲೆ ಕುನ್ನಿ ಗಳ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ keldro mangya ನ್ಯಾನ್ makla .. ನಿಮ್ಮ ಲುಚ್ಛನ್ ತರ ಬಕೆಟ್ ಹಿಡಿದು ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ ... ಸೈಡ್ ರೋಲ್ ಮಾಡಿಲ್ಲ ... ಮೊನ್ನೆ BigBoss trp ಕಡಿಮೆ ಆಗಿದೆ ಅಂತಾ ಸಲ್ಮಾನ್ ಖಾನ್ ಗೇ ವಿಡಿಯೋ ಕಾಲ್ ಮಾಡವ್ರೆ ... ಕುಚನ್ ಕೈ ಇಂದ ಏನು ಇಗ್ಲಾ ಬಿಗ್ಬಾಸ್ ಸಹ TRP ನಲ್ಲಿ ಫ್ಲಾಪ್ ಮಾಡಿ ...,@Kiccha Vitthal ಲೆ ಕುನ್ನಿ ಗಳ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ keldro mangya nan makla.. ನಿಮ್ಮ ಲುಚ್ಛನ್ ತರ ಬಕೆಟ್ ಹಿಡಿದು ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ... ಸೈಡ್ ರೋಲ್ ಮಾಡಿಲ್ಲ... ಮೊನ್ನೆ bigboss trp ಕಡಿಮೆ ಆಗಿದೆ ಅಂತಾ ಸಲ್ಮಾನ್ ಖಾನ್ ಗೇ ವಿಡಿಯೋ ಕಾಲ್ ಮಾಡವ್ರೆ... ಕುಚನ್ ಕೈ ಇಂದ ಏನು ಆಗಲ್ಲಾ bigboss also flop in trp...,Negative,Offensive_Targeted_Insult_Group
1814,ಎಡು ಚಾರಿಟ್ರೆ ಸ್ರುಸ್ಸುವಾವಾ ಅವಟ್ರಾಯಾ,Edu charitre srustisuva avatraaa,Positive,Not_offensive
5241,ಯಾರು ಯಾರಿಗು ಇಲ್ ಅನ್ನೋ ಸತ್ಯ ಸಂಗತಿ ಇಡು,Yaru yarigu illa anno sathya sangathi idu,Positive,Not_offensive
3879,ಸನ್ನೇವ್ರಿಡ್ವಿ ಇಟನಾ ಕ್ಯಾಸೆಟ್ ಹೇಕಿ ಕೆಲ್ಟಿಡ್ವಿ. ವಟ ಮರಿಯಾಕಾಗಂಗಿಲ್ಲಾ .. ಉತ್ತರ ಕರ್ನಾಟಕ ಮಾಟ್ ಕಟಿ ಸೋಬುಗಂದ್ರ ಹಿಂಗಾ ನಾಮ್ರಿ ನಾಮ್ರಿ.,Sannavridvi idanna caset haaki keltidvi. Vatta maryakaagangilla.. uttara karnatakad maat kati sobugandra hinga nodri namd..,Positive,Not_offensive
5940,ಮತ್ತೊಂದೆಡೆ ಇಲ್ಲವೇ ಹೇಳುವು,ಇನ್ನು ನಮ್ಮ ಗೇ ಕಾಣದೆ ಏನೇನು ಇದೆಯೋ ಇಲ್ಲವೋ ಎಲ್ಲಾ ಕೃಷ್ಣ ನಿಗೆ ಗೊತ್ತು,Positive,Not_offensive
2625,ಜೈ ಅಸ್ನ್ @ ಪ್ಯಾರಾಹ್ ಸಂಗೀತ,Jai ASN @Paramvah Music,Positive,Not_offensive
6694,ಎವಲ್ಫ್,ನೀವ್ ಹೇಳೋದ್ರಲ್ಲಿ ಏನು ತಪ್ಪಿಲ್ಲ ಬ್ರದರ್,Positive,Not_offensive
4095,ಸಾಂಗ್ ಸೂಪರ್ ಎಡೆ ಬ್ರೋ,Song super Ede bro,Positive,Not_offensive
4377,ಸೂಪರ್ ಗುರು .... ಹೋಡಿ ಹೋಡಿ ಚಾನಾಗಿ ಟಿ .... ಹೊದಿ ಇ ಟಿಕೊಕ್ ಕಾಜ್ಗಲ್ಜ್ ...,Super guru ....hodi hodi channagi ti....hodi e tiktok kagegalge ...,Negative,Not_offensive
1662,Dbøss munde ivunu baccha,Dbøss munde ivanu baccha,Negative,Offensive_Targeted_Insult_Individual
2258,ಯು ಸರ್ಗೆ ಟೋಪಿಗಳು ... NMOSA ಮಡಿ ಟಿನೊ ಪಿಝಾಗಂಟಿಯಾ ನಿಥಾಗಿ ಡ್ಯೂಡಿಡು ಟಿನೊ ರಾಗಿ ನಲ್ಲಿ ಇಶ್ ಎಂಡೇಟ್ ಜೀವಂದಳ್ಳಿ ..,Hats off to u sir...nMosa madi tinno Pizzaginta Niyattagi dudidu tinno ragi nalli eshto aanda erutte jeevandalli..,Negative,Not_offensive
5093,ವಾವ್ಡಬ್ಲ್ಯೂವ್ ಇನ್ ಸಾಂಗ್ ಮಾಫಿಡೈಸಿ ಸರ್. nmusic,Wawwww  ಏನ್ ಸಾಂಗ್ ಮಾಡಿದಿರಿ ಸರ್. nMusic,Positive,Not_offensive
5214,ಯಾನ್ ಗುರು ಟಿಕ್ ಟೋಕ್ ಟ್ರಾಲರ್ಗಳು ಮಿರಿಸಿಬೈಟ್ ಗುರು ಟಿಕ್ ಟೋಕ್ ಸ್ಟಾರ್ಸ್ ಒಡಿಡ್ರೆ ಮಡಿರೋ ವೀಡಿಯೋಸ್ ಮ್ಯೂಟಿ ಮೊಟಿ ನಾಡ್ಕೊಬೆಕು ಅತರಾ ಐಡಿಯಾ,Yan guru tik  tok  trolars mirisibite guru Tik Tok stars nin  video nodidre madiro videos muti muti nodkobeku Atara idea,Positive,Not_offensive
4078,ಹಾಡು ಚಿಂಡಿ ಗುರು 🥰🥰,Song chindi guru 🥰🥰,Positive,Not_offensive
2539,Idu wathire srushtiso ಅವತಾರ,Idu chatire srushtiso avatara,Positive,Not_offensive
5688,ಕೊಟ್ಟಿರಾರು ರಾಮ್ಶಾಕ್ಕಾನಾ ಫೇನ್ಸ್ ಎರ್ಬೆಕು ಭಿನ್ನವಾಗಿ,unlike kottiroru ramshakkana fanse erbeku,Negative,Offensive_Targeted_Insult_Group
4989,ಉಪೇಂದ್ರ ತಾರಾ ಐಡಿಯಾಸ್ ಎರೋರು ಪಿಎಮ್,Upendra tara ideas eroru PM,Mixed,Not_offensive
4987,Allikers ಎಲ್ಲಾ knos appang huttid sulemaklu irbek,Unlikers Ella chinos appang huttid sulemaklu irbek,Negative,Offensive_Targeted_Insult_Group
5275,Yelrgu Valya ಅವಿಶ್ರೇಣಿ,Yelrgu valya insperation,Positive,Not_offensive
6613,ನಿನಗೆ ನೆನ್ ಮತ್ತು ಇನ್ನಷ್ಟು ಮ್ರೆ,ನಿಜ ನನ್ಗು ಹಾಗೆ ಆಯ್ತು ಮರ್ರೆ,Mixed,Not_offensive
5186,ಯಾರ್ ಗುರು ಇಡ್ನು ಕೂಡೂ ಇಷ್ಟಪಡಲಿಲ್ಲ,Yaar guru idnu kooda dislike maadidare,Negative,Offensive_Untargetede
834,@ ಪ್ತಿತ್ವಿ ನಾಯಕ್ ನೇ ಸಿಂಡ್,@prithvi nayak ನಿ ಷಂಡ,Negative,Offensive_Targeted_Insult_Individual
4405,ಸೂಪರ್ ಗುರುಂಜೈ ಹಿಂಡ್ ಜೈ ಇಂಡಿಯನ್ ಆರ್ಮಿ,Super gurunJai hind Jai Indian army,Positive,Not_offensive
6574,ನಾನು ಆವರಣ,ನಾನು ಅವರ ಫ್ಯಾನ್,Positive,Not_offensive
198,@ ವಾರ್ಮನ್ ಬಾಬು ಅನ್ನಾ ... ಥಪ್ಪ ಥಲಿಬೆಡಿ. ನಿಮ್ಮ ರೀತಿಯ ಸ್ವಭಾವವನ್ನು ನಾನು ಪ್ರಶಂಸಿಸುತ್ತೇನೆ. ಜೈ ಕನ್ನಡ. ಶುಭ ಭಾನುವಾರ .,@Arman Babu anna ... thappu thilibedi.  I APPRECIATE YOUR KIND NATURE.  jai kannada. Happy Sunday .,Positive,Not_offensive
5795,ಒಂಬತ್ತು ಅವೆರೀಸ್ ಜಾಹೀರಾತುಗಳು,ಅಮರ್ ಅವರೇ ads ತುಂಬಾ ಜಾಸ್ತಿ ಆಯಿತು,Positive,Not_offensive
4207,ಸೂಪರ್ ಆನ್ ನನಾಗು. Tik tok.banna agude bekagitu,Super Ann nanagu. Tik tok.banna  agude bekagitu,Positive,Not_offensive
5273,ಯೆಲ್ಲಿ ಟ್ಯಾಂಕಾ ಜಾನಾ ಮೂಡ್ನಮ್ಬಕ್ ಬಯಾಡೆವೊ ಅಲಿ ಟ್ಯಾಂಕಾ ಇಂಟ್ ಶಟ್ನಾಯಕ್ರು ಅನುಪಯುಕ್ತ ವೀಡಿಯೊಗಳು ಹ್ಯಾಕ್ಟೆನ್ ಇರ್ವಾ. ನೆಲ್ ಮರಲ್ ಸ್ಟೋರಿ. ಜೀವನಾಕು bekagiro tumba paatai ​​idralli. Adunella ಬಳಸಿ ಮಡ್ಕೊಂಡಿ ಓಲೆಲೀ ಜೀವ್ನಾ ಮ್ಯಾಡ್ಬೆಕು ಎಎಸ್ಟಿ.,Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste.,Negative,Offensive_Untargetede
3907,Sema Padam nnfantastic ಮೇಕಿಂಗ್,Sema Padam nnFantastic making,Positive,Not_offensive
1144,ಅಣ್ಣಾ. ತಮ್ಮ. ಜನ್ಪಾಡಾ,Anna.   Thamma.   Janpada,Positive,Not_offensive
2251,ಇಷ್ಟವಿಲ್ಲದವರನ್ನು ದ್ವೇಷಿಸಿ. ಅದು ನನ್ನಂತೆ ನಿಜ,Hate the dislikers .If it is true like me,Negative,Offensive_Targeted_Insult_Group
1376,ಬಿಂದು ನು ಚೀನಾ ತಳಿ ಇರಬಹುದು,Bindu nu china breed may be,Negative,Offensive_Targeted_Insult_Individual
4858,ಟಿಕ್ ಟೋಕ್ ಬಾನು ನಾನ್ ಕಿಚಾ ಸುದೀಪ್ ಫನು ಈದ್ ಕಾಮೆಂಟ್ ಮಡಿ,Tik tok banu nan kicha Sudeep fanu egide  comment madi,Positive,Not_offensive
7226,ಹೊಸ ಹೊಸ ಕಿಣ್ವ,ಹೊಸತು ಹೊಸತು ಕಿವಿಗೆ ಹಿಂಪುnASN ತಂದ ಕನ್ನಡಕ್ಕೆ ಹುರುಪುnಇವ ಮಾಡಲ್ಲ ನಿರಾಸೆಯೆಂಬ ತಪ್ಪು.nಇಂದ,Positive,Not_offensive
3168,ನಂಬಾ ದೇಶಾದಾಲ್ಲಿ ಸಮ್ಬೆರ್ಗಲ್ ಜಾಸ್ತಿ ..,Namma deshadalli Somberigalu jaasthi..,Negative,Offensive_Targeted_Insult_Group
6843,ಮಾನಿಕ್ ಗೆ ಮತ್ತು ಹಿರೋ,ಮ್ಯೂಸಿಕ್ ಗೆ ಮತ್ತು ಹಿರೋ ಸ್ಟೆಪ್ಸ್ ಗೆ ಫಿದಾ ಆದವರು ಲೈಕ್ ಮಾಡ್ರೋ,Positive,Not_offensive
3479,ಆಯಿಲ್ ಥಾನಾ ..... ಓಲ್ಲೆವರಿಜ್ ಎಜಿನಾ ಕಲಡಾಲಿ ನಿಜ್ವಾಗ್ಲು ಬೆಲ್ಲೆ ..... ಎನಿಡ್ರು ಅನ್ಯಾಯಾ,OIlle thana.....olleyavrige eegina kaladalli nijwaglu bele illa.....enidru anyaya,Mixed,Not_offensive
500,@Nandi Parrhasarathuಹು,@Nandi Parthasarathi ಹುಚ್ಚು ಮುಂಡೆ,Negative,Offensive_Targeted_Insult_Individual
3367,ನಿಕಿಸ್ಕಾರ್ಕ್ ಎಕ್ಸ್ ಪ್ರಚಾರ ಚೆನ್ನಗಿ IDrunu ಬೆರೆ ಭಾಷಾ ಜತಿ .... ನಾಮ್ ಸ್ಟೇಟ್ ಲಿ ಕಾನ್ನಾಡಾ ಚಲನಚಿತ್ರ ಜಿಇ ಬೆಂಬಲ ಮದಲ್ಲಾ ವಿತರಕರು ..,Nikistark x promotion chennagi idrunu bere language ge jaathi priority kodtare....nam state li kannada movie ge support madalla distributors..,Negative,Offensive_Targeted_Insult_Other
483,@Nandi Parthasarathy,@Nandi Parthasarathi ನೀನೇನು ಬರೋದು ತುಲ್ಲೇ ನಾನೆ ಬರ್ತೀನಿ ಬೋಳಿಮಗನೇ crct ಅಡ್ರೆಸ್ ಹೇಳೋ ಬೇಕೂಪ,Negative,Offensive_Targeted_Insult_Individual
1131,ಅಣ್ಣಾ ಸೂಪರ್ ಅನ್ನಾ,Anna super Anna,Positive,Not_offensive
4738,ಸ್ವಾಭಿಮಾ ನಿವೆ. ಹೀಗೇ ಮುಂದುವರಿಸು,Swabhimaani neevu. Keep it up,Positive,Not_offensive
6363,ಡಿ ಬಾಸ್ ಚಿನಾಯಿಗ ಕಡಣ್ಣಾದ ಎಲ್ಲಾ ಅತ್ಯುತ್ತಮ,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best,Positive,Not_offensive
7041,ಸಾಂಗ್ ಬುಡಕಟ್ಟು ಜಿಜಿ ಆಡ್,ಸಾಂಗ್ ಸೂಪರ್ ಆಗಿ ಆಡಿದಿರ ಅಣ್ಣ,Positive,Not_offensive
4913,ಟಾಪ್ ಬೆನ್ಕಿ ಮಾಗಾ,Top  benki maga,Positive,Not_offensive
6025,ಆಸಿಯರ್ ಕಛನ ಕನ್ನಡ,ಉಸಿರ ಕೊನೆ ಕನ್ನಡ ಆಲ್ಬಂ ಸೊಂಗ್nಎಲ್ಲರೂ ನೋಡಿ ಹಾಗೂ ಚಾನೆಲ್ Subscribe ಮಾಡಿn,Positive,Not_offensive
3065,ಚಲನಚಿತ್ರ ಸೂಪರ್ Agidhe,Movie super agidhe,Positive,Not_offensive
2593,ಇಶ್ತಾ ಅಯ್ತು ಷೆಟ್ರೆ,Ishta Aytu shetre,Positive,Not_offensive
1109,ಅನ್ನಾ ಕ್ಯಾನಗಿ ಹೆಲಿಡೈರಾ,Anna canagi helidira,Positive,Not_offensive
7201,ಹಾಡೇ ಕೇಳ್ಕ ಇಂಕ್ ಮಾಡಿ,ಹಾಡು ಕೇಳ್ತಾಯಿದ್ರೆ ಒಂಥರ ಲವ್ಲಿ ಕಿಕ್ ಏರುತ್ತೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ.......nಧನ್ಯವಾದಗಳು...nರಕ್ಷಿತ್ ಸರ್...ವಿಜಯ್ ಸರ್....ಅಜನೀಶ್ ಸರ್... ಸೂಪರ್ಬ್ ಸಾಂಗ್.ಹ್ಯಾಂಡ್ಸ್ ಅಪ್,Positive,Not_offensive
3826,ರೂ.,Rs fance like here,unknown,Not_offensive
147,7 ವರ್ಷ ಕಷ್ಟಪಟ್ಟು ಮಾಡಿರೋ ಸಿನಿಮಾವನ್ನು ಸರಿಯಾದ ಸಮಯಕ್ಕೆ ಬಿಡುಗಡೆ ಮಾಡ್ಬೇಕಿತ್ತು ಸರ್ ... ಕೊರೋನಾ ವೈರಸ್ ಬಗ್ಗೆ ತಿಂಗಳ ಹಿಂದೆ ಮಾಹಿತಿ ಇತ್ತು .. ನನ್ನ ಪ್ರಕಾರ ಸಿನಿಮಾ ಸೋತಿದ್ದೇ ಆಗಿದ್ರೆ ಅದು ನಿಮ್ಮದೇ ತಪ್ಪಿಂದ ... ಆದ್ರೆ ಇಂತ ಅದ್ಬುತ ಸಿನಿಮಾವನ್ನು ಇನ್ನೊಮ್ಮೆ ರಿ ರಿಲೀಸ್ ಮಾಡಿ ಸರ್ ....,7 ವರ್ಷ ಕಷ್ಟಪಟ್ಟು ಮಾಡಿರೋ ಸಿನಿಮಾವನ್ನು ಸರಿಯಾದ ಸಮಯಕ್ಕೆ ಬಿಡುಗಡೆ ಮಾಡ್ಬೇಕಿತ್ತು ಸರ್... ಕೊರೋನಾ ವೈರಸ್ ಬಗ್ಗೆ ತಿಂಗಳ ಹಿಂದೆ ಮಾಹಿತಿ ಇತ್ತು.. ನನ್ನ ಪ್ರಕಾರ ಸಿನಿಮಾ ಸೋತಿದ್ದೇ ಆಗಿದ್ರೆ ಅದು ನಿಮ್ಮದೇ ತಪ್ಪಿಂದ... ಆದ್ರೆ ಇಂತ ಅದ್ಬುತ ಸಿನಿಮಾವನ್ನು ಇನ್ನೊಮ್ಮೆ ರಿ ರಿಲೀಸ್ ಮಾಡಿ ಸರ್....,Negative,Offensive_Targeted_Insult_Group
6145,ಕನ್ನಡ ಶಿಖರು,ಕನ್ನಡ ಚಿತ್ರರಂಗವು ಬೇರೆ ಚಿತ್ರರಂಗ ಕಿಂತ ಕಡಿಮೆ ಇಲ್ಲ ಎಂಬುವುದನ್ನು       ಅವನೇ... ಸಾಬೀತು ಪಡಿಸುತ್ತಾನೆ.,Positive,Not_offensive
5604,ಸೂಪರ್ ಸರಿಯಿ ಸರ್ ನ್ಯಾನು ಥಿಯೇಟರ್ ನ್ಯಾನಲಿ ಆಡೆ ನಾನಾ ಟರ್ಮ್ತಿ,super  movei sir nanu theatre nanali nodide ade nana turpthi,Positive,Not_offensive
4129,ಶ್ರೀನಿಧಿ ಟ್ರಿ ಡಬ್ಲ್ಯೂ,Srinidhi ಶ್ರೀ w,unknown,Not_offensive
3389,ನಿಯೋಗ ಸಂದರ್ಶನ ಮಡೋಕಿ ಬೆರೆ ಜಾಗಾ ಸೆಕಿಲ್ವಾ 🤦,Nimge interview madoke bere jaga sekilwa 🤦,Negative,Offensive_Targeted_Insult_Group
6352,ಟ್ರೆಲೆರ್ ನೋಡೌದ್ ಕೇರಂ,ಟ್ರೈಲರ್ ನೋಡುದ್ರೆ ಕ್ಯುರ್ಯಾಸಿಟಿ ತುಂಬಾ ಇದೆ ಸಿನಿಮಾ ನೋಡಬೇಕು ಚೆನಾಗಿರುತ್ತೆ ಅಂತ ಭಾವಿಸ್ತಿನಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಯಶ್ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ,Positive,Not_offensive
6656,ಮದಚcribecribecribecribecribecribecribe,ನಿಮ್ಮ ಚಾನಲ್ ಗೆ subscribe ಆಗಿದಕ್ಕೆ ಕುಶಿ ಆಯಿತು,unknown,Not_offensive
4778,ತೆಲುಗು ಆವೃತ್ತಿ ಮಡುರಿ ಅಪ್ಲೋಡ್,Telugu version upload madurri,unknown,Not_offensive
4061,ಆದ್ದರಿಂದ 374 ಜನನ ರಶ್ಮಿಕಾ ಅಭಿಮಾನಿಗಳು ಸಂಗೀತ ವಿಡಿಯೋ ಗೀತೆಗಳು.,So 374 jana rashmika fans music video nodidare illi ವರಗೆ.,Negative,Not_offensive
4162,ಸುಪರ್ ಅನ್ನಾ ಸುಪರ್,Supar anna supar,Positive,Not_offensive
2652,ಜಾಯ್ ಡಿಬಾಸ್,Jai dboss,unknown,Not_offensive
2632,ಜೈ ಡಿ Bosssssss,Jai D Bossssss,unknown,Not_offensive
3787,ಮಾಡೆನಾಮ್ ಬದಲಾವಣೆ ಮೇಡ್ ಅನ್ನು ಪುನಃ ಅರ್ಥಮಾಡಿಕೊಳ್ಳಿ,Re realise maadenName change maade,Positive,Not_offensive
3228,ನ್ಯಾನು ಫಿಲ್ಮ್ ನೋಡ್ ನೆಡ್ ಎಡಿಕ್ಟ್ ಆಗ್ರಿನೆನೆ,Nanu film nodade ne edict aagiddene,Positive,Not_offensive
3354,ನಿಜಾವಾಗುಲು ಮಾಯ್ ರೋಮನ್ಚಾನಾ ಆಯುವಾಂತಾ ವಿಡಿಯೋ ಐಡಿಯು ಇರಾಬಾಹುಡು,Nijawaglu  mai romanchana aaguvantaha video  idu  nija  irabahudu,Positive,Not_offensive
1325,ಬೆಲಾಜೆಂಡ್ಡಿನ ನಂತರ ನಾನು ಕೇಳಿರುವ ಅತ್ಯುತ್ತಮ ಹಾಡು,Best song I have heard after belagenddu,Positive,Not_offensive
4423,ಸೂಪರ್ ಸಾಹಿತ್ಯ ಗುರು ಇಲ್ಲ,Super lyrics guru no,Positive,Not_offensive
1551,ಚಿಂಡಿ,Chindi,Negative,Offensive_Targeted_Insult_Other
3722,ರಾಕ್ಷಿತ್ ಬಾಸ್ ಸೂಪರ್ ಡ್ಯಾನ್ಸ್ ಯು ಆರ್ ಕರಾಟೆ ಕಿಂಗ್ ಶಾಂಕರ್ ನಾಗ್ ಎನ್ಡಿ ವಿಷ್ಣುವಾರ್ಡನ್ ಬಾಸ್ ಎಮ್ ವಿಷ್ಣು ಸರ್ ಫ್ಯಾನ್,Rakshit boss Super dance u r looking like karate king shaankar nag ND Vishnuvardan boss m Vishnu sir fan,Positive,Not_offensive
3184,Nammanegu Bandidru Selfi Thago Bekonstralli Higbitru,Nammanegu bandidru selfi thago bekonstralli hogbitru,Positive,Offensive_Untargetede
598,@ ಸಯಾಕ್ಕ್ ಎಚ್ ಪಿ ಆಂಡಿವವಾಯಿ,@Samyak H P ಖಂಡಿತವಾಗಿಯೂ,unknown,Not_offensive
